Date,Name,Icon,Meal,Quantity,Units,Calories,Deleted,Fat (g),Protein (g),Carbohydrates (g),Saturated Fat (g),Sugars (g),Fiber (g),Cholesterol (mg),Sodium (mg)
08/24/2016,This Apple Walks Into A Bar,Bar,Breakfast,1.0,Serving,140,0,2.50,2,27,0,17,n/a,0,90
08/24/2016,Calories,Calories,Breakfast,2.5,Each,25,0,0,0,0,0,0,0,0,0
08/24/2016,Chex Mix,Snack,Evening Snacks,24.0,Teaspoons,120,0,3.50,2,21,2.50,2,1,10,280
08/24/2016,Calories,Calories,Lunch,50.0,Each,500,0,0,0,0,0,0,0,0,0
08/24/2016,Reduced Fat,Cheese,Evening Snacks,32.0,Pieces,130,0,4,4,20,0,0,0.50,0,230
08/24/2016,Calories,Calories,Evening Snacks,3.0,Each,30,0,0,0,0,0,0,0,0,0
08/24/2016,Calories,Calories,Dinner,70.0,Each,700,0,0,0,0,0,0,0,0,0
08/24/2016,Klondike Bar Original,IceCreamBar,Evening Snacks,0.5,Piece,125,0,7,1.50,14.50,n/a,11.50,n/a,n/a,35
08/24/2016,Popsicle,Popsicle,Evening Snacks,1.0,Each,40,0,0,0,10,n/a,8,n/a,n/a,0
08/24/2016,Popsicle,Popsicle,Evening Snacks,1.0,Each,40,0,0,0,10,n/a,8,n/a,n/a,0
08/25/2016,Calories,Calories,Breakfast,16.0,Each,160,0,0,0,0,0,0,0,0,0
08/25/2016,Chex Mix,Snack,Evening Snacks,24.0,Teaspoons,120,0,3.50,2,21,2.50,2,1,10,280
08/25/2016,Calories,Calories,Breakfast,4.0,Each,40,0,0,0,0,0,0,0,0,0
08/25/2016,Calories,Calories,Lunch,50.0,Each,500,0,0,0,0,0,0,0,0,0
08/25/2016,Klondike Bar Original,IceCreamBar,Evening Snacks,0.5,Piece,125,0,7,1.50,14.50,n/a,11.50,n/a,n/a,35
08/25/2016,Calories,Calories,Dinner,102.0,Each,"1,020",0,0,0,0,0,0,0,0,0
08/25/2016,"Popsicles, Sugar Free",Popsicle,Evening Snacks,1.0,Stick,15,0,0,0,48,0,0,0,0,0
08/25/2016,"Popsicles, Sugar Free",Popsicle,Evening Snacks,1.0,Stick,15,0,0,0,48,0,0,0,0,0
08/26/2016,PB&J Bar,Bar,Breakfast,1.0,Serving,150,0,4,2,23,0.50,11,1,0,55
08/26/2016,Calories,Calories,Breakfast,3.0,Each,30,0,0,0,0,0,0,0,0,0
08/26/2016,Calories,Calories,Lunch,55.0,Each,550,0,0,0,0,0,0,0,0,0
08/26/2016,Calories,Calories,Evening Snacks,18.0,Each,180,0,0,0,0,0,0,0,0,0
08/26/2016,Calories,Calories,Evening Snacks,20.0,Each,200,0,0,0,0,0,0,0,0,0
08/26/2016,Calories,Calories,Dinner,50.0,Each,500,0,0,0,0,0,0,0,0,0
08/26/2016,Calories,Calories,Evening Snacks,25.0,Each,250,0,0,0,0,0,0,0,0,0
08/27/2016,Calories,Calories,Breakfast,19.0,Each,190,0,0,0,0,0,0,0,0,0
08/27/2016,Calories,Calories,Breakfast,18.0,Each,180,0,0,0,0,0,0,0,0,0
08/27/2016,Calories,Calories,Breakfast,12.0,Each,120,0,0,0,0,0,0,0,0,0
08/27/2016,Calories,Calories,Breakfast,4.0,Each,40,0,0,0,0,0,0,0,0,0
08/27/2016,Calories,Calories,Evening Snacks,3.0,Each,30,0,0,0,0,0,0,0,0,0
08/27/2016,Calories,Calories,Evening Snacks,3.0,Each,30,0,0,0,0,0,0,0,0,0
08/27/2016,Calories,Calories,Evening Snacks,18.0,Each,180,0,0,0,0,0,0,0,0,0
08/27/2016,Calories,Calories,Evening Snacks,6.0,Each,60,0,0,0,0,0,0,0,0,0
08/27/2016,Calories,Calories,Dinner,75.0,Each,750,0,0,0,0,0,0,0,0,0
08/27/2016,Calories,Calories,Dinner,18.0,Each,180,0,0,0,0,0,0,0,0,0
08/27/2016,Calories,Calories,Dinner,3.0,Each,30,0,0,0,0,0,0,0,0,0
08/28/2016,Chocolate Frosted Raised Ring,Donut,Breakfast,1.0,Serving,480,0,24,6,63,9,26,n/a,n/a,n/a
08/28/2016,Calories,Calories,Breakfast,3.0,Each,30,0,0,0,0,0,0,0,0,0
08/28/2016,Calories,Calories,Lunch,20.0,Each,200,0,0,0,0,0,0,0,0,0
08/28/2016,"Asian Pear, Large",Pear,Evening Snacks,122.0,Grams,51,0,0.30,0.60,13,n/a,n/a,4.40,n/a,n/a
08/28/2016,Potato,Potato,Dinner,210.0,Grams,190,0,0,5.19,44.94,0,5.19,3.46,0,17.28
08/28/2016,"Oil, Vegetable",Oil,Dinner,1.0,Tablespoon,120,0,14,0,0,2,0,0,0,0
08/28/2016,"Alaskan King Salmon, Wild Caught",Fish,Dinner,8.0,Ounces,432,0,56.16,112.32,0,15.36,0,0,357.28,255.20
08/28/2016,"Oil, Vegetable",Oil,Dinner,0.25,Tablespoon,30,0,3.50,0,0,0.50,0,0,0,0
08/28/2016,Calories,Calories,Dinner,15.0,Each,150,0,0,0,0,0,0,0,0,0
08/28/2016,Calories,Calories,Evening Snacks,6.0,Each,60,0,0,0,0,0,0,0,0,0
08/29/2016,This Apple Walks Into A Bar,Bar,Breakfast,1.0,Serving,140,0,2.50,2,27,0,17,n/a,0,90
08/29/2016,Calories,Calories,Breakfast,2.5,Each,25,0,0,0,0,0,0,0,0,0
08/29/2016,"Mondito Burrito, Chicken",Burrito,Lunch,1.0,Serving,450,0,14,23,67,5,n/a,5,40,1110
08/29/2016,"Apple, Medium",Apple,Evening Snacks,1.0,Each,95,0,0.31,0.47,25.13,0.4,18.91,4.37,0,1.82
08/29/2016,Calories,Calories,Dinner,57.3,Each,573,0,0,0,0,0,0,0,0,0
08/29/2016,Calories,Calories,Evening Snacks,25.0,Each,250,1,0,0,0,0,0,0,0,0
08/29/2016,Calories,Calories,Evening Snacks,30.0,Each,300,0,0,0,0,0,0,0,0,0
08/29/2016,Calories,Calories,Evening Snacks,10.0,Each,100,0,0,0,0,0,0,0,0,0
08/29/2016,"Popsicles, Sugar Free",Popsicle,Evening Snacks,1.0,Stick,15,0,0,0,48,0,0,0,0,0
08/29/2016,Calories,Calories,Evening Snacks,10.0,Each,100,0,0,0,0,0,0,0,0,0
08/29/2016,"Popsicles, Sugar Free",Popsicle,Evening Snacks,1.0,Stick,15,0,0,0,48,0,0,0,0,0
08/30/2016,This Apple Walks Into A Bar,Bar,Breakfast,1.0,Serving,140,0,2.50,2,27,0,17,n/a,0,90
08/30/2016,Calories,Calories,Breakfast,12.5,Each,125,0,0,0,0,0,0,0,0,0
08/30/2016,Calories,Calories,Breakfast,2.5,Each,25,0,0,0,0,0,0,0,0,0
08/30/2016,"Pear, Small",Pear,Evening Snacks,1.0,Each,86,0,0.18,0.56,22.88,0.1,14.50,4.59,0,1.48
08/30/2016,Calories,Calories,Lunch,59.0,Each,590,0,0,0,0,0,0,0,0,0
08/30/2016,"Pear, Small",Pear,Evening Snacks,1.0,Each,86,1,0.18,0.56,22.88,0.1,14.50,4.59,0,1.48
08/30/2016,Calories,Calories,Dinner,51.0,Each,510,0,0,0,0,0,0,0,0,0
08/30/2016,Red Wine Glass,WineRed,Dinner,1.0,Serving,150,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
08/30/2016,Calories,Calories,Dinner,12.0,Each,120,1,0,0,0,0,0,0,0,0
08/30/2016,Calories,Calories,Dinner,10.0,Each,100,0,0,0,0,0,0,0,0,0
08/30/2016,Calories,Calories,Evening Snacks,4.0,Each,40,0,0,0,0,0,0,0,0,0
08/30/2016,Calories,Calories,Breakfast,10.0,Each,100,0,0,0,0,0,0,0,0,0
08/31/2016,Calories,Calories,Breakfast,17.0,Each,170,0,0,0,0,0,0,0,0,0
08/31/2016,Calories,Calories,Breakfast,3.0,Each,30,0,0,0,0,0,0,0,0,0
08/29/2016,Calories,Calories,Lunch,45.0,Each,450,1,0,0,0,0,0,0,0,0
08/31/2016,Calories,Calories,Lunch,45.0,Each,450,0,0,0,0,0,0,0,0,0
08/31/2016,"Granola Bars, Oats 'n Dark Chocolate",Bar,Evening Snacks,1.0,Package,190,0,8,3,29,1.50,12,2,0,150
08/31/2016,Reduced Fat,Cheese,Evening Snacks,32.0,Pieces,130,0,4,4,20,0,0,0.50,0,230
08/31/2016,Calories,Calories,Dinner,58.0,Each,580,0,0,0,0,0,0,0,0,0
09/01/2016,PB&J Bar,Bar,Breakfast,1.0,Serving,150,0,4,2,23,0.50,11,1,0,55
08/31/2016,Calories,Calories,Evening Snacks,70.0,Each,700,0,0,0,0,0,0,0,0,0
09/01/2016,Calories,Calories,Lunch,69.0,Each,690,0,0,0,0,0,0,0,0,0
09/01/2016,PB&J Bar,Bar,Evening Snacks,1.0,Serving,150,0,4,2,23,0.50,11,1,0,55
09/01/2016,Calories,Calories,Evening Snacks,19.0,Each,190,0,0,0,0,0,0,0,0,0
09/01/2016,Cheddar Rocket Crackers,Cracker,Evening Snacks,1.0,Serving,140,0,5,n/a,n/a,n/a,n/a,n/a,n/a,n/a
09/01/2016,Calories,Calories,Dinner,105.0,Each,"1,050",0,0,0,0,0,0,0,0,0
09/01/2016,Calories,Calories,Evening Snacks,15.0,Each,150,0,0,0,0,0,0,0,0,0
09/02/2016,Calories,Calories,Breakfast,60.0,Each,600,0,0,0,0,0,0,0,0,0
09/02/2016,Calories,Calories,Breakfast,16.0,Each,160,0,0,0,0,0,0,0,0,0
09/02/2016,Calories,Calories,Lunch,66.0,Each,660,0,0,0,0,0,0,0,0,0
09/02/2016,Calories,Calories,Evening Snacks,15.0,Each,150,0,0,0,0,0,0,0,0,0
09/02/2016,Calories,Calories,Dinner,95.0,Each,950,0,0,0,0,0,0,0,0,0
09/02/2016,Calories,Calories,Evening Snacks,1.5,Each,15,0,0,0,0,0,0,0,0,0
09/03/2016,Calories,Calories,Breakfast,65.0,Each,650,0,0,0,0,0,0,0,0,0
09/03/2016,Calories,Calories,Evening Snacks,17.0,Each,170,0,0,0,0,0,0,0,0,0
09/03/2016,Calories,Calories,Lunch,40.0,Each,400,0,0,0,0,0,0,0,0,0
09/06/2016,PB&J Bar,Bar,Breakfast,1.0,Serving,150,0,4,2,23,0.50,11,1,0,55
09/06/2016,Calories,Calories,Breakfast,3.0,Each,30,0,0,0,0,0,0,0,0,0
09/06/2016,Calories,Calories,Lunch,45.0,Each,450,0,0,0,0,0,0,0,0,0
09/06/2016,Calories,Calories,Evening Snacks,19.0,Each,190,0,0,0,0,0,0,0,0,0
09/06/2016,Calories,Calories,Dinner,52.0,Each,520,0,0,0,0,0,0,0,0,0
09/06/2016,Calories,Calories,Dinner,4.5,Each,45,0,0,0,0,0,0,0,0,0
09/06/2016,Calories,Calories,Evening Snacks,12.5,Each,125,0,0,0,0,0,0,0,0,0
09/07/2016,Calories,Calories,Breakfast,20.0,Each,200,0,0,0,0,0,0,0,0,0
09/07/2016,Calories,Calories,Breakfast,3.0,Each,30,0,0,0,0,0,0,0,0,0
09/07/2016,Calories,Calories,Lunch,59.0,Each,590,0,0,0,0,0,0,0,0,0
09/07/2016,Calories,Calories,Lunch,17.5,Each,175,0,0,0,0,0,0,0,0,0
09/07/2016,Calories,Calories,Evening Snacks,4.0,Each,40,0,0,0,0,0,0,0,0,0
09/07/2016,Calories,Calories,Dinner,60.0,Each,600,1,0,0,0,0,0,0,0,0
09/07/2016,Calories,Calories,Dinner,56.0,Each,560,0,0,0,0,0,0,0,0,0
09/07/2016,Calories,Calories,Evening Snacks,12.0,Each,120,0,0,0,0,0,0,0,0,0
09/08/2016,Calories,Calories,Breakfast,20.0,Each,200,0,0,0,0,0,0,0,0,0
09/08/2016,Calories,Calories,Lunch,50.0,Each,500,0,0,0,0,0,0,0,0,0
09/08/2016,"Granola Bars, Oats 'n Dark Chocolate",Bar,Evening Snacks,2.0,Pieces,190,0,8,3,29,1.50,12,2,0,150
09/08/2016,Calories,Calories,Evening Snacks,9.5,Each,95,0,0,0,0,0,0,0,0,0
09/08/2016,Calories,Calories,Evening Snacks,7.0,Each,70,0,0,0,0,0,0,0,0,0
09/08/2016,Calories,Calories,Breakfast,54.0,Each,540,0,0,0,0,0,0,0,0,0
09/08/2016,Carona Light Beer,Beer,Evening Snacks,355.0,Milliliters,99,0,n/a,n/a,5,n/a,n/a,n/a,n/a,n/a
09/09/2016,Chocolate Frosted Raised Ring,Donut,Breakfast,1.0,Serving,480,0,24,6,63,9,26,n/a,n/a,n/a
09/09/2016,Calories,Calories,Lunch,55.0,Each,550,0,0,0,0,0,0,0,0,0
09/09/2016,Calories,Calories,Dinner,32.2,Each,322,0,0,0,0,0,0,0,0,0
09/09/2016,Calories,Calories,Dinner,14.0,Each,140,0,0,0,0,0,0,0,0,0
09/09/2016,Calories,Calories,Evening Snacks,50.0,Each,500,0,0,0,0,0,0,0,0,0
09/10/2016,Calories,Calories,Breakfast,47.0,Each,470,0,0,0,0,0,0,0,0,0
09/10/2016,Calories,Calories,Lunch,26.0,Each,260,0,0,0,0,0,0,0,0,0
09/10/2016,Calories,Calories,Lunch,12.0,Each,120,0,0,0,0,0,0,0,0,0
09/10/2016,Calories,Calories,Lunch,1.5,Each,15,0,0,0,0,0,0,0,0,0
09/10/2016,Calories,Calories,Evening Snacks,7.5,Each,75,0,0,0,0,0,0,0,0,0
09/10/2016,Calories,Calories,Dinner,73.3,Each,733,0,0,0,0,0,0,0,0,0
09/10/2016,Calories,Calories,Evening Snacks,9.2,Each,92,0,0,0,0,0,0,0,0,0
09/10/2016,Calories,Calories,Evening Snacks,7.5,Each,75,0,0,0,0,0,0,0,0,0
09/11/2016,Calories,Calories,Breakfast,42.0,Each,420,0,0,0,0,0,0,0,0,0
09/11/2016,Calories,Calories,Evening Snacks,17.0,Each,170,0,0,0,0,0,0,0,0,0
09/11/2016,Calories,Calories,Evening Snacks,8.0,Each,80,0,0,0,0,0,0,0,0,0
09/11/2016,Calories,Calories,Evening Snacks,22.0,Each,220,0,0,0,0,0,0,0,0,0
09/11/2016,Calories,Calories,Dinner,40.0,Each,400,0,0,0,0,0,0,0,0,0
09/11/2016,Calories,Calories,Dinner,18.0,Each,180,0,0,0,0,0,0,0,0,0
09/11/2016,Calories,Calories,Dinner,12.0,Each,120,0,0,0,0,0,0,0,0,0
09/11/2016,Calories,Calories,Dinner,11.0,Each,110,0,0,0,0,0,0,0,0,0
09/11/2016,Calories,Calories,Evening Snacks,8.0,Each,80,0,0,0,0,0,0,0,0,0
09/11/2016,Calories,Calories,Evening Snacks,2.5,Each,25,0,0,0,0,0,0,0,0,0
09/11/2016,Calories,Calories,Evening Snacks,8.0,Each,80,0,0,0,0,0,0,0,0,0
09/11/2016,Popcorn Microwave 94% Fat Free,Corn,Evening Snacks,0.5,Each,65,0,0.75,1.50,13,0.25,0,2,0,150
09/12/2016,Calories,Calories,Breakfast,23.0,Each,230,0,0,0,0,0,0,0,0,0
09/12/2016,Calories,Calories,Lunch,45.0,Each,450,0,0,0,0,0,0,0,0,0
09/12/2016,Calories,Calories,Evening Snacks,19.0,Each,190,0,0,0,0,0,0,0,0,0
09/12/2016,Carona Light Beer,Beer,Dinner,355.0,Milliliters,99,0,n/a,n/a,5,n/a,n/a,n/a,n/a,n/a
09/12/2016,Uncurred  chicken hot dogs,HotDogBun,Dinner,2.0,Servings,140,0,12,36,n/a,4,4,0,140,1200
09/12/2016,"Buns, Hot Dog, Hawaiian Sweet",HotDogBun,Dinner,2.0,Each,280,0,7,8,48,4,16,2,50,260
09/12/2016,Calories,Calories,Dinner,2.0,Each,20,0,0,0,0,0,0,0,0,0
09/12/2016,Calories,Calories,Dinner,14.0,Each,140,0,0,0,0,0,0,0,0,0
09/12/2016,Calories,Calories,Evening Snacks,8.0,Each,80,0,0,0,0,0,0,0,0,0
09/12/2016,Calories,Calories,Evening Snacks,8.0,Each,80,0,0,0,0,0,0,0,0,0
09/13/2016,Calories,Calories,Breakfast,20.0,Each,200,0,0,0,0,0,0,0,0,0
09/13/2016,Calories,Calories,Breakfast,3.0,Each,30,0,0,0,0,0,0,0,0,0
09/13/2016,Calories,Calories,Lunch,41.3,Each,413,0,0,0,0,0,0,0,0,0
09/13/2016,Calories,Calories,Evening Snacks,17.0,Each,170,0,0,0,0,0,0,0,0,0
09/13/2016,Calories,Calories,Breakfast,16.5,Each,165,0,0,0,0,0,0,0,0,0
09/13/2016,Calories,Calories,Evening Snacks,9.0,Each,90,0,0,0,0,0,0,0,0,0
09/13/2016,Calories,Calories,Dinner,52.0,Each,520,0,0,0,0,0,0,0,0,0
09/13/2016,Calories,Calories,Dinner,15.0,Each,150,0,0,0,0,0,0,0,0,0
09/13/2016,Calories,Calories,Evening Snacks,16.0,Each,160,0,0,0,0,0,0,0,0,0
09/14/2016,Calories,Calories,Breakfast,20.0,Each,200,0,0,0,0,0,0,0,0,0
09/14/2016,Calories,Calories,Lunch,58.0,Each,580,0,0,0,0,0,0,0,0,0
09/14/2016,Calories,Calories,Evening Snacks,15.0,Each,150,0,0,0,0,0,0,0,0,0
09/14/2016,"Popsicles, Sugar Free",Popsicle,Evening Snacks,1.0,Stick,15,0,0,0,48,0,0,0,0,0
09/14/2016,Calories,Calories,Evening Snacks,2.3,Each,23,0,0,0,0,0,0,0,0,0
09/14/2016,Calories,Calories,Dinner,37.5,Each,375,0,0,0,0,0,0,0,0,0
09/14/2016,Calories,Calories,Dinner,2.0,Each,20,0,0,0,0,0,0,0,0,0
09/14/2016,Carona Light Beer,Beer,Dinner,355.0,Milliliters,99,0,n/a,n/a,5,n/a,n/a,n/a,n/a,n/a
09/14/2016,Calories,Calories,Evening Snacks,11.0,Each,110,0,0,0,0,0,0,0,0,0
09/14/2016,Calories,Calories,Evening Snacks,6.0,Each,60,0,0,0,0,0,0,0,0,0
09/14/2016,Calories,Calories,Evening Snacks,8.0,Each,80,0,0,0,0,0,0,0,0,0
09/15/2016,Calories,Calories,Breakfast,23.0,Each,230,0,0,0,0,0,0,0,0,0
09/15/2016,Calories,Calories,Lunch,56.5,Each,565,0,0,0,0,0,0,0,0,0
09/15/2016,Calories,Calories,Evening Snacks,19.0,Each,190,0,0,0,0,0,0,0,0,0
09/15/2016,Calories,Calories,Lunch,75.0,Each,750,0,0,0,0,0,0,0,0,0
09/15/2016,Calories,Calories,Evening Snacks,8.0,Each,80,0,0,0,0,0,0,0,0,0
09/15/2016,Calories,Calories,Evening Snacks,2.0,Each,20,0,0,0,0,0,0,0,0,0
09/15/2016,Calories,Calories,Evening Snacks,6.5,Each,65,0,0,0,0,0,0,0,0,0
09/16/2016,Maple Frosted Old Fashioned Doughnut,Donut,Breakfast,1.0,Serving,470,0,24,4,61,9,37,0.50,20,340
09/16/2016,Calories,Calories,Breakfast,3.0,Each,30,0,0,0,0,0,0,0,0,0
09/16/2016,Calories,Calories,Lunch,36.0,Each,360,0,0,0,0,0,0,0,0,0
09/16/2016,Calories,Calories,Evening Snacks,19.0,Each,190,0,0,0,0,0,0,0,0,0
09/16/2016,Calories,Calories,Dinner,60.0,Each,600,0,0,0,0,0,0,0,0,0
09/16/2016,Calories,Calories,Evening Snacks,92.0,Each,920,0,0,0,0,0,0,0,0,0
09/17/2016,Calories,Calories,Breakfast,26.0,Each,260,0,0,0,0,0,0,0,0,0
09/17/2016,"Bread, Rye",Toast,Breakfast,40.0,Grams,103,0,1.32,3.40,19.32,0.25,1.54,2.32,0,264
09/17/2016,Calories,Calories,Breakfast,3.0,Each,30,0,0,0,0,0,0,0,0,0
09/17/2016,Calories,Calories,Breakfast,2.0,Each,20,0,0,0,0,0,0,0,0,0
09/17/2016,Calories,Calories,Breakfast,2.0,Each,20,0,0,0,0,0,0,0,0,0
09/17/2016,Calories,Calories,Lunch,24.0,Each,240,0,0,0,0,0,0,0,0,0
09/17/2016,Calories,Calories,Lunch,16.0,Each,160,0,0,0,0,0,0,0,0,0
09/17/2016,Calories,Calories,Evening Snacks,18.0,Each,180,0,0,0,0,0,0,0,0,0
09/17/2016,Potato,Potato,Dinner,160.0,Grams,145,0,0,3.95,34.24,0,3.95,2.63,0,13.17
09/17/2016,Carona Light Beer,Beer,Dinner,355.0,Milliliters,99,0,n/a,n/a,5,n/a,n/a,n/a,n/a,n/a
09/17/2016,Calories,Calories,Dinner,5.0,Each,50,0,0,0,0,0,0,0,0,0
09/17/2016,Calories,Calories,Dinner,26.0,Each,260,0,0,0,0,0,0,0,0,0
09/17/2016,Calories,Calories,Dinner,2.0,Each,20,0,0,0,0,0,0,0,0,0
09/17/2016,Calories,Calories,Evening Snacks,14.5,Each,145,0,0,0,0,0,0,0,0,0
09/18/2016,"Donut, Old Fashioned (glazed)",Donut,Breakfast,1.0,Serving,480,0,n/a,n/a,n/a,n/a,n/a,n/a,n/a,n/a
09/18/2016,Calories,Calories,Breakfast,3.0,Each,30,0,0,0,0,0,0,0,0,0
09/18/2016,Calories,Calories,Evening Snacks,1.5,Each,15,0,0,0,0,0,0,0,0,0
09/18/2016,Calories,Calories,Evening Snacks,3.0,Each,30,0,0,0,0,0,0,0,0,0
09/18/2016,Calories,Calories,Evening Snacks,18.0,Each,180,0,0,0,0,0,0,0,0,0
09/18/2016,Calories,Calories,Evening Snacks,18.0,Each,180,1,0,0,0,0,0,0,0,0
09/18/2016,"Potatoes, Red, w/ Skin, Baked, 2 1/4"" - 3 1/4""",Potato,Dinner,150.0,Grams,134,0,0.23,3.45,29.39,0.3,2.15,2.70,0,18
09/18/2016,"Oil, Vegetable",Oil,Dinner,0.125,Tablespoon,15,0,1.75,0,0,0.25,0,0,0,0
09/18/2016,Calories,Calories,Dinner,30.0,Each,300,0,0,0,0,0,0,0,0,0
09/18/2016,Carona Light Beer,Beer,Dinner,355.0,Milliliters,99,0,n/a,n/a,5,n/a,n/a,n/a,n/a,n/a
09/18/2016,Calories,Calories,Dinner,2.0,Each,20,0,0,0,0,0,0,0,0,0
09/18/2016,Calories,Calories,Evening Snacks,16.0,Each,160,0,0,0,0,0,0,0,0,0
09/18/2016,Calories,Calories,Evening Snacks,50.0,Each,500,0,0,0,0,0,0,0,0,0
09/19/2016,Calories,Calories,Breakfast,16.0,Each,160,0,0,0,0,0,0,0,0,0
09/19/2016,Calories,Calories,Breakfast,3.0,Each,30,0,0,0,0,0,0,0,0,0
09/19/2016,Calories,Calories,Evening Snacks,14.0,Each,140,0,0,0,0,0,0,0,0,0
09/19/2016,Calories,Calories,Lunch,45.0,Each,450,0,0,0,0,0,0,0,0,0
09/19/2016,Calories,Calories,Dinner,52.0,Each,520,0,0,0,0,0,0,0,0,0
09/19/2016,Carona Light Beer,Beer,Dinner,355.0,Milliliters,99,0,n/a,n/a,5,n/a,n/a,n/a,n/a,n/a
09/19/2016,Calories,Calories,Evening Snacks,30.0,Each,300,0,0,0,0,0,0,0,0,0
09/19/2016,"Popsicles, Sugar Free",Popsicle,Evening Snacks,1.0,Stick,15,0,0,0,48,0,0,0,0,0
09/20/2016,Calories,Calories,Breakfast,16.0,Each,160,0,0,0,0,0,0,0,0,0
09/20/2016,Calories,Calories,Breakfast,3.0,Each,30,0,0,0,0,0,0,0,0,0
09/20/2016,Calories,Calories,Lunch,65.0,Each,650,0,0,0,0,0,0,0,0,0
09/20/2016,Calories,Calories,Evening Snacks,10.0,Each,100,0,0,0,0,0,0,0,0,0
09/20/2016,Calories,Calories,Evening Snacks,8.0,Each,80,0,0,0,0,0,0,0,0,0
09/20/2016,Calories,Calories,Dinner,67.0,Each,670,0,0,0,0,0,0,0,0,0
09/20/2016,Calories,Calories,Evening Snacks,2.0,Each,20,0,0,0,0,0,0,0,0,0
09/20/2016,Calories,Calories,Evening Snacks,18.0,Each,180,0,0,0,0,0,0,0,0,0
09/21/2016,Calories,Calories,Breakfast,17.0,Each,170,0,0,0,0,0,0,0,0,0
09/21/2016,Calories,Calories,Breakfast,15.5,Each,155,0,0,0,0,0,0,0,0,0
09/21/2016,Calories,Calories,Breakfast,3.0,Each,30,0,0,0,0,0,0,0,0,0
09/21/2016,Calories,Calories,Lunch,47.0,Each,470,0,0,0,0,0,0,0,0,0
09/21/2016,Calories,Calories,Evening Snacks,1.0,Each,10,0,0,0,0,0,0,0,0,0
09/21/2016,Calories,Calories,Evening Snacks,8.0,Each,80,0,0,0,0,0,0,0,0,0
09/21/2016,Calories,Calories,Evening Snacks,10.0,Each,100,0,0,0,0,0,0,0,0,0
09/21/2016,Calories,Calories,Dinner,52.0,Each,520,0,0,0,0,0,0,0,0,0
09/21/2016,Calories,Calories,Evening Snacks,16.0,Each,160,0,0,0,0,0,0,0,0,0
09/21/2016,Calories,Calories,Evening Snacks,3.0,Each,30,0,0,0,0,0,0,0,0,0
09/22/2016,Calories,Calories,Breakfast,16.0,Each,160,0,0,0,0,0,0,0,0,0
09/22/2016,Calories,Calories,Evening Snacks,17.0,Each,170,0,0,0,0,0,0,0,0,0
09/22/2016,Calories,Calories,Breakfast,3.0,Each,30,0,0,0,0,0,0,0,0,0
09/22/2016,Calories,Calories,Lunch,50.0,Each,500,0,0,0,0,0,0,0,0,0
09/22/2016,Calories,Calories,Evening Snacks,16.0,Each,160,0,0,0,0,0,0,0,0,0
09/22/2016,Calories,Calories,Evening Snacks,2.0,Each,20,0,0,0,0,0,0,0,0,0
09/23/2016,Calories,Calories,Breakfast,16.0,Each,160,0,0,0,0,0,0,0,0,0
09/23/2016,Calories,Calories,Breakfast,3.0,Each,30,0,0,0,0,0,0,0,0,0
09/23/2016,"Sandwich, Sub, Turkey Tom #4",SubSandwich,Lunch,1.0,Each,515,0,22,24,50,3,4,1,38,1094
09/23/2016,"Bar, Granola, Crunchy, Oats 'n Dark Chocolate",CerealBar,Evening Snacks,2.0,Pieces,190,0,8,3,29,1.50,12,2,0,150
09/22/2016,Calories,Calories,Dinner,105.0,Each,"1,050",0,0,0,0,0,0,0,0,0
09/23/2016,Calories,Calories,Evening Snacks,20.0,Each,200,0,0,0,0,0,0,0,0,0
09/25/2016,Calories,Calories,Breakfast,30.0,Each,300,0,0,0,0,0,0,0,0,0
09/25/2016,Calories,Calories,Evening Snacks,25.0,Each,250,0,0,0,0,0,0,0,0,0
09/25/2016,Calories,Calories,Breakfast,15.0,Each,150,0,0,0,0,0,0,0,0,0
09/25/2016,Calories,Calories,Breakfast,3.0,Each,30,0,0,0,0,0,0,0,0,0
09/25/2016,Calories,Calories,Breakfast,6.0,Each,60,0,0,0,0,0,0,0,0,0
09/25/2016,Calories,Calories,Dinner,46.0,Each,460,0,0,0,0,0,0,0,0,0
09/25/2016,Calories,Calories,Dinner,10.0,Each,100,0,0,0,0,0,0,0,0,0
09/25/2016,Calories,Calories,Dinner,1.0,Each,10,0,0,0,0,0,0,0,0,0
09/25/2016,Calories,Calories,Evening Snacks,6.5,Each,65,0,0,0,0,0,0,0,0,0
09/25/2016,Calories,Calories,Evening Snacks,2.6,Each,26,0,0,0,0,0,0,0,0,0
09/25/2016,Calories,Calories,Evening Snacks,7.0,Each,70,0,0,0,0,0,0,0,0,0
09/25/2016,Calories,Calories,Evening Snacks,8.0,Each,80,0,0,0,0,0,0,0,0,0
09/26/2016,Peanut Butter Chewy Coated and Drizzled Granola Bar,Bar,Breakfast,1.0,Serving,170,0,8,4,19,n/a,n/a,1,n/a,120
09/26/2016,"Coffee,w/cream,w/sugar",Coffee,Breakfast,1.0,Serving,50,0,n/a,n/a,5,n/a,4,n/a,n/a,n/a
09/26/2016,Calories,Calories,Lunch,50.5,Each,505,0,0,0,0,0,0,0,0,0
09/26/2016,Calories,Calories,Lunch,2.0,Each,20,0,0,0,0,0,0,0,0,0
09/26/2016,Calories,Calories,Lunch,13.0,Each,130,0,0,0,0,0,0,0,0,0
09/26/2016,Calories,Calories,Evening Snacks,14.0,Each,140,0,0,0,0,0,0,0,0,0
